age (bin),Division,Name,Region,sex,State,age,Census 2000 Gender,CENSUS2000,ESTBASE2000,Number of Records,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006
30,East North Central,Illinois,Midwest,Female,17,32,89476,89476,89479,1,89552,89891,96157,93603,89300,85956,83054
30,East North Central,Illinois,Midwest,Female,17,33,89472,89472,89475,1,89219,89688,89995,96130,93537,89184,86068
30,East North Central,Illinois,Midwest,Female,17,34,92403,92403,92408,1,91387,89389,89867,89994,96192,93378,89266
35,East North Central,Illinois,Midwest,Female,17,35,99902,99902,99905,1,98309,90857,88898,89279,89447,95484,92765
35,East North Central,Illinois,Midwest,Female,17,36,98591,98591,98594,1,98715,98722,91188,89238,89671,89635,95810
35,East North Central,Illinois,Midwest,Female,17,37,99131,99131,99137,1,99280,97786,97778,90151,88275,88568,88632
35,East North Central,Illinois,Midwest,Female,17,38,100421,100421,100425,1,100170,99249,97712,97704,90020,88088,88524
35,East North Central,Illinois,Midwest,Female,17,39,102399,102399,102405,1,102195,100146,99173,97607,97592,89770,88058
40,East North Central,Illinois,Midwest,Female,17,40,105170,105170,105173,1,104867,102296,100260,99225,97628,97532,89823
40,East North Central,Illinois,Midwest,Female,17,41,99177,99177,99177,1,100001,104197,101569,99475,98431,96693,96764
40,East North Central,Illinois,Midwest,Female,17,42,101179,101179,101181,1,100561,100095,104359,101561,99528,98341,96755
40,East North Central,Illinois,Midwest,Female,17,43,97268,97268,97271,1,98659,99834,99392,103489,100713,98567,97532
40,East North Central,Illinois,Midwest,Female,17,44,95563,95563,95568,1,95550,98462,99706,99159,103231,100294,98325
45,East North Central,Illinois,Midwest,Female,17,45,96080,96080,96082,1,95929,95819,98794,99892,99373,103332,100493
45,East North Central,Illinois,Midwest,Female,17,46,89649,89649,89652,1,90929,95527,95460,98280,99454,98775,102836
45,East North Central,Illinois,Midwest,Female,17,47,88613,88613,88615,1,88673,89779,94378,94153,97047,98059,97514
45,East North Central,Illinois,Midwest,Female,17,48,85402,85402,85403,1,85577,88732,89745,94236,94079,96829,97966
45,East North Central,Illinois,Midwest,Female,17,49,83925,83925,83925,1,84898,85187,88356,89207,93823,93486,96294
50,East North Central,Illinois,Midwest,Female,17,50,84039,84039,84040,1,83822,84387,84679,87818,88710,93180,92880
50,East North Central,Illinois,Midwest,Female,17,51,79303,79303,79303,1,80177,83219,83760,84014,87245,87980,92544
50,East North Central,Illinois,Midwest,Female,17,52,81293,81293,81297,1,79766,79628,82613,83104,83443,86576,87409
50,East North Central,Illinois,Midwest,Female,17,53,79469,79469,79473,1,83257,79309,79192,82056,82674,82888,86150
50,East North Central,Illinois,Midwest,Female,17,54,61391,61391,61393,1,62204,82407,78296,78133,81114,81597,81936
55,East North Central,Illinois,Midwest,Female,17,55,61550,61550,61552,1,61555,61730,81905,77531,77504,80364,80989
55,East North Central,Illinois,Midwest,Female,17,56,62756,62756,62758,1,62204,60734,60952,80997,76555,76441,79378
55,East North Central,Illinois,Midwest,Female,17,57,64626,64626,64629,1,65596,61422,59978,60199,80248,75514,75519
55,East North Central,Illinois,Midwest,Female,17,58,57598,57598,57600,1,58389,64603,60377,58961,59282,79205,74441
55,East North Central,Illinois,Midwest,Female,17,59,52994,52994,52999,1,53413,57726,63878,59582,58284,58560,78487
60,East North Central,Illinois,Midwest,Female,17,60,52157,52157,52159,1,52516,52558,56829,62915,58649,57341,57700
60,East North Central,Illinois,Midwest,Female,17,61,50549,50549,50550,1,50585,51750,51773,56012,62051,57653,56463
60,East North Central,Illinois,Midwest,Female,17,62,49076,49076,49078,1,49450,49555,50792,50712,55014,60939,56564
60,East North Central,Illinois,Midwest,Female,17,63,45903,45903,45903,1,46145,48572,48705,49859,49836,54050,59957
60,East North Central,Illinois,Midwest,Female,17,64,46320,46320,46319,1,46029,45319,47750,47843,49035,48941,53146
65,East North Central,Illinois,Midwest,Female,17,65,45366,45366,45368,1,45500,45328,44599,47100,47115,48210,48165
65,East North Central,Illinois,Midwest,Female,17,66,41770,41770,41771,1,41984,44896,44646,44033,46461,46415,47547
65,East North Central,Illinois,Midwest,Female,17,67,42797,42797,42797,1,42321,41241,44040,43927,43220,45576,45559
65,East North Central,Illinois,Midwest,Female,17,68,42504,42504,42503,1,42527,41553,40382,43264,43141,42376,44763
65,East North Central,Illinois,Midwest,Female,17,69,44079,44079,44078,1,43325,41836,40806,39761,42563,42373,41612
70,East North Central,Illinois,Midwest,Female,17,70,44450,44450,44453,1,44538,42254,40812,39951,38814,41546,41359
70,East North Central,Illinois,Midwest,Female,17,71,41895,41895,41898,1,41730,43465,41225,39903,39028,37896,40625
70,East North Central,Illinois,Midwest,Female,17,72,42554,42554,42554,1,42178,40685,42474,40344,38953,38076,36967
70,East North Central,Illinois,Midwest,Female,17,73,42048,42048,42050,1,42125,41018,39497,41445,39237,37823,36971
70,East North Central,Illinois,Midwest,Female,17,74,41063,41063,41063,1,40684,40781,39686,38346,40242,37967,36560
75,East North Central,Illinois,Midwest,Female,17,75,41136,41136,41137,1,40982,39371,39464,38486,37198,39065,36849
75,East North Central,Illinois,Midwest,Female,17,76,39445,39445,39445,1,39675,39428,37839,38109,37012,35795,37639
75,East North Central,Illinois,Midwest,Female,17,77,37370,37370,37370,1,37515,38350,38078,36597,36853,35760,34566
75,East North Central,Illinois,Midwest,Female,17,78,37341,37341,37342,1,36870,35926,36710,36552,35100,35419,34346
75,East North Central,Illinois,Midwest,Female,17,79,34484,34484,34484,1,34775,35132,34261,35162,34911,33478,33842
80,East North Central,Illinois,Midwest,Female,17,80,32686,32686,32685,1,33182,33055,33363,32613,33387,33189,31877
80,East North Central,Illinois,Midwest,Female,17,81,30174,30174,30175,1,29906,31542,31339,31746,31002,31754,31525
80,East North Central,Illinois,Midwest,Female,17,82,27948,27948,27948,1,28503,28026,29765,29527,29950,29258,29976
80,East North Central,Illinois,Midwest,Female,17,83,26329,26329,26330,1,26277,26745,26272,28057,27761,28246,27610
80,East North Central,Illinois,Midwest,Female,17,84,23929,23929,23929,1,23959,24290,24754,24373,26072,25795,26268
85,East North Central,Illinois,Midwest,Female,17,85,139046,139046,139050,1,140086,142834,145567,148964,151341,155634,159114
0,East North Central,Indiana,Midwest,Female,18,0,41251,41251,41251,1,41708,42476,41163,41406,42187,42146,42113
0,East North Central,Indiana,Midwest,Female,18,1,41526,41526,41526,1,41257,41723,42415,41181,41414,42290,42305
0,East North Central,Indiana,Midwest,Female,18,2,41033,41033,41033,1,41156,41308,41689,42429,41193,41528,42467
0,East North Central,Indiana,Midwest,Female,18,3,40968,40968,40968,1,40867,41188,41245,41675,42395,41275,41696
0,East North Central,Indiana,Midwest,Female,18,4,41864,41864,41864,1,41638,40953,41183,41277,41686,42498,41472
5,East North Central,Indiana,Midwest,Female,18,5,41706,41706,41707,1,41734,41751,40976,41247,41316,41808,42693
5,East North Central,Indiana,Midwest,Female,18,6,42334,42334,42334,1,42157,41831,41763,41027,41274,41421,41977
5,East North Central,Indiana,Midwest,Female,18,7,43260,43260,43260,1,42963,42265,41853,41821,41061,41396,41600
5,East North Central,Indiana,Midwest,Female,18,8,43571,43571,43571,1,43346,43099,42302,41937,41883,41197,41595
5,East North Central,Indiana,Midwest,Female,18,9,44792,44792,44792,1,44432,43461,43129,42364,41983,42017,41391
10,East North Central,Indiana,Midwest,Female,18,10,44534,44534,44535,1,44877,44555,43493,43210,42414,42126,42225
10,East North Central,Indiana,Midwest,Female,18,11,43372,43372,43373,1,43701,44974,44581,43560,43260,42543,42318
10,East North Central,Indiana,Midwest,Female,18,12,42731,42731,42731,1,42723,43819,45003,44672,43615,43415,42746
10,East North Central,Indiana,Midwest,Female,18,13,42260,42260,42261,1,42442,42861,43877,45103,44760,43787,43659
10,East North Central,Indiana,Midwest,Female,18,14,43336,43336,43337,1,43271,42590,42952,44003,45201,44971,44056
15,East North Central,Indiana,Midwest,Female,18,15,42683,42683,42684,1,43133,43339,42591,43017,44020,45311,45168
15,East North Central,Indiana,Midwest,Female,18,16,42243,42243,42243,1,42308,43172,43321,42626,43026,44130,45496
15,East North Central,Indiana,Midwest,Female,18,17,43214,43214,43215,1,43208,42096,42928,43112,42390,42901,44064
15,East North Central,Indiana,Midwest,Female,18,18,44571,44571,44571,1,44620,41665,40719,41553,41508,40913,41453
15,East North Central,Indiana,Midwest,Female,18,19,48049,48049,48049,1,47817,45723,43804,42943,43714,43673,43307
20,East North Central,Indiana,Midwest,Female,18,20,47201,47201,47201,1,47848,47995,45768,43809,42985,43972,44138
20,East North Central,Indiana,Midwest,Female,18,21,44169,44169,44169,1,44765,48380,48313,45963,43774,43203,44364
20,East North Central,Indiana,Midwest,Female,18,22,41394,41394,41394,1,41521,43651,47135,47128,44372,42094,41726
20,East North Central,Indiana,Midwest,Female,18,23,38795,38795,38795,1,39403,40549,42617,46296,46108,43144,40739
20,East North Central,Indiana,Midwest,Female,18,24,37770,37770,37770,1,37567,39109,40138,42423,46028,45749,42655
25,East North Central,Indiana,Midwest,Female,18,25,38749,38749,38750,1,38783,37595,39066,40248,42478,46050,45701
25,East North Central,Indiana,Midwest,Female,18,26,37923,37923,37923,1,38118,39468,38160,39810,40874,43215,46721
25,East North Central,Indiana,Midwest,Female,18,27,39560,39560,39560,1,39056,38476,39700,38539,40063,41224,43578
25,East North Central,Indiana,Midwest,Female,18,28,41580,41580,41580,1,41005,38905,38233,39560,38262,39945,41085
25,East North Central,Indiana,Midwest,Female,18,29,44387,44387,44387,1,43793,41616,39412,38825,40074,38881,40594
30,East North Central,Indiana,Midwest,Female,18,30,43222,43222,43223,1,43346,43730,41503,39308,38726,40077,38890
30,East North Central,Indiana,Midwest,Female,18,31,40608,40608,40608,1,41096,43302,43697,41464,39242,38815,40176
30,East North Central,Indiana,Midwest,Female,18,32,40505,40505,40506,1,40514,41420,43614,44062,41769,39673,39308
30,East North Central,Indiana,Midwest,Female,18,33,41654,41654,41655,1,41501,40648,41571,43818,44235,42041,39985
30,East North Central,Indiana,Midwest,Female,18,34,43335,43335,43336,1,42841,41631,40772,41746,43940,44478,42343
35,East North Central,Indiana,Midwest,Female,18,35,46914,46914,46914,1,46049,42504,41337,40496,41449,43710,44348
35,East North Central,Indiana,Midwest,Female,18,36,47712,47712,47712,1,47716,46200,42715,41552,40701,41723,44053
35,East North Central,Indiana,Midwest,Female,18,37,47433,47433,47433,1,47517,47647,46165,42694,41531,40714,41812
35,East North Central,Indiana,Midwest,Female,18,38,48536,48536,48536,1,48361,47787,47959,46463,42992,41863,41097
35,East North Central,Indiana,Midwest,Female,18,39,49465,49465,49465,1,49466,48137,47580,47770,46243,42835,41776
40,East North Central,Indiana,Midwest,Female,18,40,49868,49868,49870,1,49644,49620,48266,47733,47886,46435,43097
40,East North Central,Indiana,Midwest,Female,18,41,48347,48347,48347,1,48705,49656,49605,48281,47715,47962,46554
40,East North Central,Indiana,Midwest,Female,18,42,49370,49370,49370,1,49101,48634,49529,49536,48152,47696,48002
40,East North Central,Indiana,Midwest,Female,18,43,47997,47997,47997,1,48764,48662,48134,49117,49085,47751,47370
40,East North Central,Indiana,Midwest,Female,18,44,46751,46751,46751,1,46750,49075,48883,48430,49365,49405,48150
45,East North Central,Indiana,Midwest,Female,18,45,46785,46785,46785,1,46715,46547,48828,48690,48204,49195,49352
45,East North Central,Indiana,Midwest,Female,18,46,45003,45003,45003,1,45654,46567,46362,48737,48557,48130,49199
45,East North Central,Indiana,Midwest,Female,18,47,44045,44045,44045,1,44101,45505,46324,46221,48604,48424,48082
45,East North Central,Indiana,Midwest,Female,18,48,42993,42993,42993,1,43073,44233,45583,46473,46373,48767,48697
45,East North Central,Indiana,Midwest,Female,18,49,40760,40760,40761,1,41407,42821,43896,45294,46180,46111,48628
50,East North Central,Indiana,Midwest,Female,18,50,41670,41670,41670,1,41536,41324,42758,43815,45222,46142,46179
50,East North Central,Indiana,Midwest,Female,18,51,40156,40156,40156,1,40580,41347,41148,42587,43631,45087,46072
50,East North Central,Indiana,Midwest,Female,18,52,40735,40735,40735,1,39815,40311,41126,40912,42363,43458,44949
50,East North Central,Indiana,Midwest,Female,18,53,40407,40407,40407,1,42483,39543,40068,40848,40696,42194,43304
50,East North Central,Indiana,Midwest,Female,18,54,30205,30205,30205,1,30703,42164,39175,39711,40513,40401,41955
55,East North Central,Indiana,Midwest,Female,18,55,31173,31173,31173,1,31141,30549,42034,39009,39574,40435,40399
55,East North Central,Indiana,Midwest,Female,18,56,31469,31469,31469,1,31132,30792,30207,41666,38593,39235,40157
55,East North Central,Indiana,Midwest,Female,18,57,32280,32280,32280,1,32876,30724,30427,29854,41275,38270,39024
55,East North Central,Indiana,Midwest,Female,18,58,28797,28797,28797,1,29223,32644,30521,30258,29640,41128,38189
55,East North Central,Indiana,Midwest,Female,18,59,27199,27199,27200,1,27484,28994,32380,30264,30007,29484,41027
60,East North Central,Indiana,Midwest,Female,18,60,26089,26089,26089,1,26289,27004,28517,31877,29767,29598,29145
60,East North Central,Indiana,Midwest,Female,18,61,25545,25545,25545,1,25582,26032,26744,28263,31617,29572,29468
60,East North Central,Indiana,Midwest,Female,18,62,24735,24735,24735,1,24977,25188,25656,26356,27881,31264,29270
60,East North Central,Indiana,Midwest,Female,18,63,23181,23181,23181,1,23315,24532,24745,25240,25917,27467,30869
60,East North Central,Indiana,Midwest,Female,18,64,23207,23207,23207,1,23081,22883,24128,24362,24855,25598,27127
65,East North Central,Indiana,Midwest,Female,18,65,22989,22989,22989,1,23064,22740,22543,23869,23982,24514,25266
65,East North Central,Indiana,Midwest,Female,18,66,21251,21251,21251,1,21368,22770,22427,22350,23552,23691,24169
65,East North Central,Indiana,Midwest,Female,18,67,22172,22172,22172,1,21953,21036,22422,22118,21972,23207,23348
65,East North Central,Indiana,Midwest,Female,18,68,21631,21631,21631,1,21601,21527,20635,22044,21687,21573,22800
65,East North Central,Indiana,Midwest,Female,18,69,22250,22250,22250,1,21902,21202,21183,20326,21665,21341,21201
70,East North Central,Indiana,Midwest,Female,18,70,22422,22422,22422,1,22474,21487,20815,20868,19918,21311,21018
70,East North Central,Indiana,Midwest,Female,18,71,21702,21702,21702,1,21612,21972,21034,20423,20406,19487,20868
70,East North Central,Indiana,Midwest,Female,18,72,21910,21910,21910,1,21730,21050,21435,20578,19932,19947,19046
70,East North Central,Indiana,Midwest,Female,18,73,21265,21265,21265,1,21317,21079,20459,20873,20003,19392,19366
70,East North Central,Indiana,Midwest,Female,18,74,20949,20949,20949,1,20781,20706,20497,19924,20282,19433,18813
75,East North Central,Indiana,Midwest,Female,18,75,20787,20787,20787,1,20705,20200,20109,19996,19329,19727,18874
75,East North Central,Indiana,Midwest,Female,18,76,20062,20062,20062,1,20206,19977,19491,19415,19307,18718,19124
75,East North Central,Indiana,Midwest,Female,18,77,18820,18820,18820,1,18930,19459,19228,18813,18688,18614,17994
75,East North Central,Indiana,Midwest,Female,18,78,18629,18629,18629,1,18397,18193,18747,18625,18046,18001,17934
75,East North Central,Indiana,Midwest,Female,18,79,17497,17497,17497,1,17680,17582,17400,18011,17827,17306,17234
80,East North Central,Indiana,Midwest,Female,18,80,15965,15965,15965,1,16225,16730,16608,16483,17035,16896,16398
80,East North Central,Indiana,Midwest,Female,18,81,14530,14530,14530,1,14382,15325,15741,15759,15625,16209,16019
80,East North Central,Indiana,Midwest,Female,18,82,13558,13558,13558,1,13843,13581,14497,14924,14855,14828,15400
80,East North Central,Indiana,Midwest,Female,18,83,12507,12507,12507,1,12500,13029,12797,13726,14075,14019,13967
80,East North Central,Indiana,Midwest,Female,18,84,11868,11868,11868,1,11915,11624,12141,11978,12792,13170,13099
85,East North Central,Indiana,Midwest,Female,18,85,66270,66270,66270,1,66866,68617,69853,71821,73089,75507,77924
0,East North Central,Michigan,Midwest,Female,26,0,63869,63869,63869,1,64600,65359,63343,62815,63766,62320,60221
0,East North Central,Michigan,Midwest,Female,26,1,65415,65415,65416,1,64961,64563,65243,63259,62716,63590,62096
0,East North Central,Michigan,Midwest,Female,26,2,65170,65170,65171,1,65337,65010,64509,65200,63204,62584,63438
0,East North Central,Michigan,Midwest,Female,26,3,65974,65974,65975,1,65800,65407,64969,64467,65128,63078,62439
0,East North Central,Michigan,Midwest,Female,26,4,67761,67761,67762,1,67352,65937,65442,64988,64448,65029,62971
5,East North Central,Michigan,Midwest,Female,26,5,69307,69307,69309,1,69298,67490,65983,65463,64978,64358,64914
5,East North Central,Michigan,Midwest,Female,26,6,70213,70213,70214,1,69879,69420,67503,65996,65435,64859,64207
5,East North Central,Michigan,Midwest,Female,26,7,72184,72184,72189,1,71663,69995,69431,67509,65984,65333,64723
5,East North Central,Michigan,Midwest,Female,26,8,74650,74650,74651,1,74286,71707,69946,69381,67426,65819,65139
5,East North Central,Michigan,Midwest,Female,26,9,76686,76686,76689,1,76067,74328,71652,69900,69310,67256,65623
10,East North Central,Michigan,Midwest,Female,26,10,77004,77004,77005,1,77588,76114,74265,71584,69813,69135,67047
10,East North Central,Michigan,Midwest,Female,26,11,71798,71798,71801,1,72349,77649,76030,74184,71466,69625,68925
10,East North Central,Michigan,Midwest,Female,26,12,72557,72557,72557,1,72551,72373,77586,75916,74049,71233,69382
10,East North Central,Michigan,Midwest,Female,26,13,70800,70800,70802,1,71114,72615,72321,77543,75801,73834,70991
10,East North Central,Michigan,Midwest,Female,26,14,71549,71549,71551,1,71436,71158,72558,72257,77447,75550,73565
15,East North Central,Michigan,Midwest,Female,26,15,70763,70763,70764,1,71506,71431,71054,72436,72121,77197,75220
15,East North Central,Michigan,Midwest,Female,26,16,68824,68824,68825,1,68891,71444,71255,70890,72230,71800,76855
15,East North Central,Michigan,Midwest,Female,26,17,69521,69521,69523,1,69505,68694,71168,70934,70548,71772,71323
15,East North Central,Michigan,Midwest,Female,26,18,70260,70260,70255,1,70323,69368,68497,70724,70467,69947,71048
15,East North Central,Michigan,Midwest,Female,26,19,71771,71771,71763,1,71426,70408,69515,68791,70777,70341,70080
20,East North Central,Michigan,Midwest,Female,26,20,69616,69616,69600,1,70519,70939,69940,69124,68361,70233,69930
20,East North Central,Michigan,Midwest,Female,26,21,66640,66640,66624,1,67505,70436,70792,69841,68936,67898,69939
20,East North Central,Michigan,Midwest,Female,26,22,63299,63299,63294,1,63480,67273,69748,69993,69129,67720,66452
20,East North Central,Michigan,Midwest,Female,26,23,59975,59975,59972,1,60831,63589,67463,69373,69590,68372,66503
20,East North Central,Michigan,Midwest,Female,26,24,59747,59747,59747,1,59428,59392,62296,65989,67623,67504,65981
25,East North Central,Michigan,Midwest,Female,26,25,61256,61256,61253,1,61342,59432,59251,62166,65754,66923,66624
25,East North Central,Michigan,Midwest,Female,26,26,60492,60492,60490,1,60762,61745,59757,59395,62381,65709,66525
25,East North Central,Michigan,Midwest,Female,26,27,63670,63670,63673,1,62919,60749,61631,59585,59143,62035,65101
25,East North Central,Michigan,Midwest,Female,26,28,68295,68295,68292,1,67492,63129,60926,61752,59639,59029,61764
25,East North Central,Michigan,Midwest,Female,26,29,73152,73152,73153,1,72233,67525,63139,60909,61636,59401,58551
30,East North Central,Michigan,Midwest,Female,26,30,72682,72682,72684,1,72931,72425,67698,63291,60864,61512,59039
30,East North Central,Michigan,Midwest,Female,26,31,68881,68881,68885,1,69682,73070,72546,67791,63191,60687,61138
30,East North Central,Michigan,Midwest,Female,26,32,68884,68884,68885,1,68889,69760,73121,72601,67631,62938,60302
30,East North Central,Michigan,Midwest,Female,26,33,70509,70509,70509,1,70260,68961,69782,73121,72454,67364,62538
30,East North Central,Michigan,Midwest,Female,26,34,72027,72027,72029,1,71196,70572,69181,69962,73194,72418,67210
35,East North Central,Michigan,Midwest,Female,26,35,77133,77133,77134,1,75787,71056,70362,68913,69591,72739,71879
35,East North Central,Michigan,Midwest,Female,26,36,78822,78822,78823,1,78871,75654,70879,70121,68599,69194,72311
35,East North Central,Michigan,Midwest,Female,26,37,78520,78520,78520,1,78649,78953,75604,70831,70049,68419,68972
35,East North Central,Michigan,Midwest,Female,26,38,79896,79896,79900,1,79596,79069,79267,75874,71129,70250,68558
35,East North Central,Michigan,Midwest,Female,26,39,81247,81247,81251,1,81210,79494,78852,79030,75638,70784,69852
40,East North Central,Michigan,Midwest,Female,26,40,83163,83163,83163,1,82801,80991,79195,78530,78747,75171,70307
40,East North Central,Michigan,Midwest,Female,26,41,81279,81279,81280,1,81885,83185,81321,79479,78850,78895,75273
40,East North Central,Michigan,Midwest,Female,26,42,83488,83488,83490,1,83036,81627,82822,80943,79160,78387,78402
40,East North Central,Michigan,Midwest,Female,26,43,82097,82097,82097,1,83350,83595,82132,83295,81453,79562,78716
40,East North Central,Michigan,Midwest,Female,26,44,79494,79494,79494,1,79500,82409,82557,81093,82249,80310,78359
45,East North Central,Michigan,Midwest,Female,26,45,79648,79648,79650,1,79533,79838,82657,82820,81349,82390,80396
45,East North Central,Michigan,Midwest,Female,26,46,75485,75485,75485,1,76569,79497,79715,82524,82751,81108,82140
45,East North Central,Michigan,Midwest,Female,26,47,74286,74286,74287,1,74372,76376,79266,79452,82332,82380,80777
45,East North Central,Michigan,Midwest,Female,26,48,72313,72313,72313,1,72433,73631,75634,78515,78697,81435,81562
45,East North Central,Michigan,Midwest,Female,26,49,69701,69701,69702,1,70714,72191,73374,75379,78278,78347,81159
50,East North Central,Michigan,Midwest,Female,26,50,69279,69279,69280,1,69067,70219,71637,72767,74824,77634,77774
50,East North Central,Michigan,Midwest,Female,26,51,66991,66991,66991,1,67738,68792,69842,71217,72460,74391,77253
50,East North Central,Michigan,Midwest,Female,26,52,68110,68110,68110,1,66712,67391,68387,69416,70882,72006,74004
50,East North Central,Michigan,Midwest,Female,26,53,66249,66249,66249,1,69602,66056,66634,67657,68795,70155,71354
50,East North Central,Michigan,Midwest,Female,26,54,50555,50555,50555,1,51302,69325,65636,66238,67361,68419,69877
55,East North Central,Michigan,Midwest,Female,26,55,50938,50938,50938,1,50927,50972,68917,65161,65824,66883,68040
55,East North Central,Michigan,Midwest,Female,26,56,52350,52350,52353,1,51850,50364,50352,68291,64502,65129,66228
55,East North Central,Michigan,Midwest,Female,26,57,53941,53941,53942,1,54874,51452,49974,49939,67816,63935,64650
55,East North Central,Michigan,Midwest,Female,26,58,47577,47577,47579,1,48250,54229,50781,49316,49311,67168,63265
55,East North Central,Michigan,Midwest,Female,26,59,43351,43351,43351,1,43774,47740,53692,50200,48794,48806,66656
60,East North Central,Michigan,Midwest,Female,26,60,41527,41527,41527,1,41851,43269,47219,53086,49627,48237,48305
60,East North Central,Michigan,Midwest,Female,26,61,40445,40445,40446,1,40485,41185,42659,46528,52378,48889,47623
60,East North Central,Michigan,Midwest,Female,26,62,39105,39105,39105,1,39466,39910,40621,42084,45970,51733,48321
60,East North Central,Michigan,Midwest,Female,26,63,37523,37523,37524,1,37751,38883,39384,40078,41545,45407,51226
60,East North Central,Michigan,Midwest,Female,26,64,37576,37576,37576,1,37384,37058,38262,38751,39431,40908,44794
65,East North Central,Michigan,Midwest,Female,26,65,36984,36984,36984,1,37141,36958,36591,37849,38261,38863,40345
65,East North Central,Michigan,Midwest,Female,26,66,33920,33920,33921,1,34143,36564,36375,36078,37296,37620,38168
65,East North Central,Michigan,Midwest,Female,26,67,35079,35079,35079,1,34754,33681,36039,35925,35580,36724,37056
65,East North Central,Michigan,Midwest,Female,26,68,35321,35321,35322,1,35351,34206,33129,35513,35355,34932,36045
65,East North Central,Michigan,Midwest,Female,26,69,36395,36395,36397,1,35852,34706,33604,32529,34911,34680,34274
70,East North Central,Michigan,Midwest,Female,26,70,36060,36060,36060,1,36183,35055,33994,32882,31846,34187,33973
70,East North Central,Michigan,Midwest,Female,26,71,34519,34519,34519,1,34424,35409,34286,33305,32147,31125,33459
70,East North Central,Michigan,Midwest,Female,26,72,35562,35562,35562,1,35284,33542,34530,33510,32466,31295,30298
70,East North Central,Michigan,Midwest,Female,26,73,34454,34454,34456,1,34582,34295,32606,33640,32616,31588,30436
70,East North Central,Michigan,Midwest,Female,26,74,33979,33979,33980,1,33716,33565,33337,31702,32738,31644,30617
75,East North Central,Michigan,Midwest,Female,26,75,33754,33754,33755,1,33678,32544,32502,32244,30654,31641,30608
75,East North Central,Michigan,Midwest,Female,26,76,31793,31793,31794,1,32035,32542,31373,31477,31200,29655,30656
75,East North Central,Michigan,Midwest,Female,26,77,30261,30261,30261,1,30427,30725,31191,30187,30269,29949,28394
75,East North Central,Michigan,Midwest,Female,26,78,29931,29931,29931,1,29571,29176,29465,29972,28993,29055,28663
75,East North Central,Michigan,Midwest,Female,26,79,28019,28019,28019,1,28311,28185,27857,28145,28668,27676,27715
80,East North Central,Michigan,Midwest,Female,26,80,25689,25689,25690,1,26111,26860,26689,26422,26711,27225,26266
80,East North Central,Michigan,Midwest,Female,26,81,23569,23569,23569,1,23372,24822,25563,25394,25103,25399,25848
80,East North Central,Michigan,Midwest,Female,26,82,22430,22430,22430,1,22893,21877,23378,24119,23943,23643,23876
80,East North Central,Michigan,Midwest,Female,26,83,20100,20100,20100,1,20061,21353,20283,21881,22538,22331,21991
80,East North Central,Michigan,Midwest,Female,26,84,18530,18530,18530,1,18559,18589,19837,18778,20355,21003,20808
85,East North Central,Michigan,Midwest,Female,26,85,101710,101710,101710,1,102562,105231,107819,111629,113604,117127,120618
0,East North Central,Ohio,Midwest,Female,39,0,72647,72647,72647,1,73371,74827,71931,71604,72452,71868,71282
0,East North Central,Ohio,Midwest,Female,39,1,73879,73879,73882,1,73309,73266,74664,71784,71478,72284,71748
0,East North Central,Ohio,Midwest,Female,39,2,73611,73611,73612,1,73746,73291,73187,74574,71726,71403,72261
0,East North Central,Ohio,Midwest,Female,39,3,73622,73622,73623,1,73364,73694,73161,73057,74451,71583,71332
0,East North Central,Ohio,Midwest,Female,39,4,75940,75940,75941,1,75427,73307,73580,73021,72930,74282,71489
5,East North Central,Ohio,Midwest,Female,39,5,76464,76464,76465,1,76396,75391,73201,73475,72909,72774,74185
5,East North Central,Ohio,Midwest,Female,39,6,77892,77892,77892,1,77458,76352,75285,73078,73373,72736,72658
5,East North Central,Ohio,Midwest,Female,39,7,80140,80140,80139,1,79489,77424,76252,75186,72983,73238,72632
5,East North Central,Ohio,Midwest,Female,39,8,81472,81472,81473,1,80971,79456,77313,76132,75084,72829,73143
5,East North Central,Ohio,Midwest,Female,39,9,83355,83355,83357,1,82595,80955,79370,77207,76043,74949,72742
10,East North Central,Ohio,Midwest,Female,39,10,82757,82757,82759,1,83288,82573,80852,79253,77101,75888,74845
10,East North Central,Ohio,Midwest,Female,39,11,80727,80727,80727,1,81261,83234,82453,80702,79122,76914,75753
10,East North Central,Ohio,Midwest,Female,39,12,79885,79885,79886,1,79785,81256,83138,82356,80608,78976,76819
10,East North Central,Ohio,Midwest,Female,39,13,79345,79345,79346,1,79612,79732,81139,82991,82243,80412,78829
10,East North Central,Ohio,Midwest,Female,39,14,80191,80191,80191,1,79949,79508,79562,80954,82824,82031,80239
15,East North Central,Ohio,Midwest,Female,39,15,80209,80209,80210,1,80947,79856,79361,79397,80820,82629,81897
15,East North Central,Ohio,Midwest,Female,39,16,78189,78189,78192,1,78161,80768,79589,79076,79159,80546,82395
15,East North Central,Ohio,Midwest,Female,39,17,80129,80129,80130,1,80020,77808,80353,79162,78706,78747,80175
15,East North Central,Ohio,Midwest,Female,39,18,80183,80183,80176,1,80185,75380,73700,76185,75863,75305,75558
15,East North Central,Ohio,Midwest,Female,39,19,82073,82073,82051,1,81581,78959,76054,74875,78059,77206,76820
20,East North Central,Ohio,Midwest,Female,39,20,80343,80343,80331,1,81393,83729,81040,77887,77001,79243,78455
